text,label
איש יקר אוהב ה ארץ ו אוהב ה עם אנחנו את אתה מ מחר כן כבוד ה נשיא,1
"כמו כן , אני מציעה ל כבוד ה נשיא לפעול למען השתת נישואים אזרחיים ב מדינת ישראל . גם כאשר תהיה אפשרות כ ה זו , ה רוב ה גדול ב ה מדינה יבחר להינשא ב נישואים יהודיים אורתודוקסיים . לכן יש טעם לאפשר ל מיעוט ש אינו מעוניין ב כך לבחור אחרת .",1
כבוד ה נשיא ישר כוח !! חופשה פוריה ל ילדי ישראל,1
ב ה הצלחה רובי ! מגיע ל אתה ו אתה ראוי !,1
חג שמח אדוני ה נשיא ברכת תל חי מ תל אביב,1
אתה עדיין לא ה נשיא .. אבל אתה תהיה .. מה ש רציתי לומר איך כבר אנחנו אוהבים את אתה כמו ה נשיא של אנחנו ..!!,1
שהחנון,1
"רובי ריבלין .. מדבריך כ נשיא מדינת ה יהודים בנות ישראל ה צעירות יכולות להבין ש להתחתן עם ערבי זה טוב ו כשר . מדינת ישראל מוציאה מליונים נגד התבוללות יהודים ב חו ל , ו פה אתה מנצל במה נשיאותית יהודית לעודד התבוללות . האם חשבת על זה ל יפני ש דיברת כדי לרצות את ה ערבים ? אתה נשיא פלשתין או נשיא מדינת ה יהודים ?",0
כל ה כבוד ו תודה על נקיטת עמדה נגד חבורת ה גזענים !,1
מרגש !!,1
אין כמו אתה רובי ריבלין . נציג ה ציבור ה כמעט יחידי ש אני גאה ש מייצג את אני .,1
יבוגדת,1
מאחל ל אתה המון המון הצלחה ו בערת ה שם אתה ה נשיא ה בא של ישראל,1
חג שמח ל נחמה ו רובי . מ טוסקנה ה רחוקה מאחלים ל אתם הצלחה ו מקווים לראות את הם ב בית ה נשיא .,1
עצוב . יהי זיכרו ב ה רוך .,1
"מסכנה ה ילדה מורל , עזבה את דתה , מקור מים חיים , ו ה לכה לחצוב ב בארות ריקים מלאים נחשים ו עקרבים . ו אין מי ש יציל את היא מ ידם , זה מה ש קרה את היא , כאשר הורים מתגרשים , אין מי ש ישמור על ה צאן , אז באים ה זאבים ה טורפים , ש טורפים את ה צאן , ו אז ב היא ריבלין ו ה שרה גרמן באה לאחל ל הם בתאבון.ואין מי שייציל את היא מידם.מחוקי ה שריעה של ה אסלאם . https ww.facebook.com eitan.cabel photos a.599179510139317.1073741829.17441199282819 73389356001244 ?type 1",0
"נחמה , גבירתי ה יקרה רובי בשביל אני הוא נשיאה ה בא של מדינתנו גאים ב הוא ו כבוד ל כל ה מדינה ו אזרחיה .",1
והנבער,1
סיג ל ה חכמה ש תיקה,0
כול ה כבוד !! סוף סוף נשיא ראוי ש אומר את ה אמת בלי לפחד ..,1
דוגמה ו מופת !,1
אני גאה ב אתה נשיא יקר של אני !,1
"אם זוהי דמותו של נשיא מדינת ישראל ?? אז אפשר לומר ש היא די עלובה .. אדם חסר עמוד שידרה ו גאווה ב יהדותו ו מוצאו , עוד ענף תלוש ה מצטרף לאותם יפי חולי נפש .",0
גאה ש את היא נשיא ה מדינה,1
"כבוד ה נשיא שלום , שמח ש אמירות אלה מגיעות מן אתה ו לא בגלל מעמדך ה רם אלה בגלל קבוצה אליה אתה משתייך ו היא בית ר ירושלים ש חרטה על דיגלה את ה גזענות . לגבי ה נבחרת אם לא ש מתה לב היא מאוד מגוונת יהודים לצד ערבים לבנים ל צד כהה עור ו עוד ה בעיה ש ל ה נבחרת מגיעים שחקנים עם קשרים ו לא קישורים מי ש יש ל הוא סוכן חזק או ב עלים של קבוצה חזקה יהיה ב נבחרת אחרת אי אפשר להסביר איך שחקנים ש יושבים על ה ספסלים ב אירופה רואים מגרש רק ב נבחרת כ כשזה יגמר אז אולי נעלה ל ה מונדיאל . שבת שלום ל אתה כבוד ה נשיא .",1
"אחרי מה ש כתבת כאן , גאה מאוד מאוד ! ש את היא נשיא מדינת ישראל . אם יש איזושהי ה צדקה ל ה תפקיד ה זה היא נמצאת ב ה רגעים ה נדירים ה אלה .",1
ל ה שבת ה באה מ בית ה נשיא .,1
احلى رئيس ב הצלחה ב ה תפקיד,1
"מר ראובן ריבלין , ש בת שלום ל אתה ו ל בני ביתך , ב ה שבוע ה בא נאחל ל אתה שבת שלום ל אתה אדוני ה נשיא !! דוד גלט כפר ו רבורג",1
אתה לא ה נשיא של אני . מי ש נבחר ב קולות ה שמאל ו ה ערבים הוא בוגד .,0
מי יתן ו ניזכה גם ל ימים טובים כי מגיע ל אנחנו . שבענו כבר מספיק מ מרורים הגיע זמן ש נלקק גם דבש מתוק . יחי נשיא מדינת ישראל . יחי יחי יחי !!,1
זרע דור יבורך . מר ראובן ה יקר . ה קב ה ימיך את אתה ל נשיא עדת בני ישראל במהרה . אוהב את דרכך ו ה שם ישמח את אני לשמוע את ה בשורה נשיא מדינת ישראל .. ה איש ש יביא את ה גואל ל ה על . מר ראובן רובי ריבלין הי ו . איש יקר ו ראוי .,1
שבת שלום מ ראשון ל ציון מערב,1
בושה ! נשיא מדינת ישראל . שכחת את מקומך,0
חבל ש הייתה ב ה בית ש מש ו ב ה אתה רק ל ה אוכלוסיה מסויימת שכחת את אנחנו,0
"כבוד ה נשא , ה עם לא רוצה יותר מ שפחות גיבורות . לא יותר קורבנות בין ה חיים ו לא מתים . להרוג מיד כל מחבל ו להתחיל ב בית ה כלא ה ישראלי . אלו ש כבר הרגו ה יגיע יומם למות . לא לשאול אף גורם אחר ב ה עולם עם ישראל חי ו רוצה להמשיך לחיות , ה מצב הוא או הם או אנחנו .",0
אני קיווה את היא ש אתה מחליף את ה מיטה ש ישן על היא פרס .,1
רק חבל ש חצי מ ה עם ה יפה של אנחנו גזען ב דרך כ ה זו או אחרת . כל מילותיך ה יפות נופלות על אזניים ערלות,1
הפושע,1
יישר כוחך נשיאנו .,1
"כבוד ל ה נשיא , כך נוהג מנהיג אמיתי .",1
"ל כבוד ה נשיא ה עתידי !! לכבוד הוא ל אני ו ל כל עם ישראל , ו אין ל אני ספק כי רעייתך היא אשת חיל ! ברוכים תהיו .",1
אני תמיד שואל את עצמי מה אתם עושים שם ב בית ה נשיא כל היום ו אני מדבר על מעבר ל ה סבא ו כל מיני כ ה אלה,1
שא ברכה ו הצלחה ב המשך ה דרך,1
יש ל אני חלום כבוד ה נשיא תעלה את אני ל ה אוטובוס ש מ פוצף ב סודנים ו אריתראים ל ה עבודה ב שעה 6.30 ו אולי ל אתה ישמעו ב חברת דן להוציא עוד אוטובוס ו לא לידחוס את אנחנו כ סרדינים,0
פז כנראה ש לא הבנת את אני נכון .. אין ל אני בעיה עם ערבים יש ל אני בעיה עם אזרחיי ה מדינה ש לא מצהירים ל היא אמונים,0
נחמה יפה כתבת אני מאד מעריך ו מוקיר את עושרו פועלו של בעליך נקי זך ו עניו זאת הצהרת ה הון של הוא לכן מחר בלי נדר יבחר ל נשיא ה מדינה,1
זה נשיא ש מוצא חן ב עיניי !,1
אין ספק ש הוא ה ראוי מ כולם,1
שבת שלום ה נשיא ה בא של עם ישראל,1
"תודה ל אתם ביבי ו איווט , פנו דרך לפנים חדשות יחי כבוד נשיא ה מדינה מר ראובן ריבלין , יחי ראש ה ממשלה ה בא מר גדעון סער .",1
מזל טוב ל רובי ריבלין . גם מי ש מוגדרת שמאל מאושרת ש ניבחרת על טוהר ה לב ש מאחד של אתה ו יושרך ו תרומתך ל אמונה ש יש עדין טוב בין בני אדם ו תהיה דעתם ה פוליטית באשר תהיה .,1
ב אצלחה,1
מדוע שופטים ב בתי ה משפט ו עורכי דין לא צריכים לעבור ב מכונות שיקוף ה מבזות את ה מגיע ב שערי בית ה משפט ו אף מהוות גורם תחלואה .. ו אילו ה אזרח כן צריך לעבור דרכן כאילו כבר מראש מכניסים את הוא ל ה קטגוריה ש הוא אינו שווה בין שווים כמו גם הוא בגדר חשוד פוטנציאלי .. ל טיפולך כבוד ה נשיא,0
אני גאה ב אתה כבוד ה נשיא ל כל אחד ו אחת ה זכות לחיות את חיו כ רצונו,1
"כבוד ה נשיא זה אנטישמיות גזענית כלפי ה יהודים סטייל גבלס מ גרמניה של שנות ה 30 תחזור ב אתה ו מייד אנו לא גזענים ה התנגדות ל התבוללות איננה גזענות ! ו אינה רכוש נלהב של ה ימין ה קיצוני היא דבר בסיסי ב יהדות ו מצווה על אנחנו להלחם ב תופעה גזענות היא תורת ה גזע עם ישראל איננו מדבר על גזע אלה על רוחניות ו מ אפשר למן דהו להצטרף ו לא ירצח אף אחד אם לא ! ו זה ב ניגוד גמור ל ה איסלאם תחזור ב אתה , אתה מסית ו מתיר את דמנו !",0
זוג מושלםם ו אהוב .. ב הצלחה רבה ב אהבה רבה !!,1
"רובי יקר , אתה עומד בקרוב להיות נשיא מדינתנו ש אכן זקוקה ל נשיא בעל חזון ש ידע כי אחריות רבה מוטלת על כתפיו . ה מדינה זקוקה ל נשיא כ מודל ל חיקוי ב אישיותו ב התנהלותו ו ב אהבתו . מדינת ישראל ה צעירה עדיין לומדת מ טעויות ו כפי ש אנו רואים מתרחשים נקויי ארובות יסודיים ב ה שנים ה אחרונות . כל ה שלילי צף ו עלה את היא , אי אפשר יותר להסתיר עוולות ו מעשים רעים . ב תקווה ש ה ניקוי ל הוא אנו עדים יהיה יסודי ו ממנו תיבנה חברה בריאה ו הוגנת יותר . אני מאחלת ל אתה ב כל ליבי , הצלחה רבה ו אין ל אני ספק ש תוכל לקבל עצות מעולות מ ה נשיא פרס , ש נשיא כמו הוא לא היה פה . יש ל אתה את כל ה תכונות להצליח . חזק ו אמץ איש יקר !",1
יש ל אני חלום לנסוע ב ה רכבת ה קלה ב ירושלים בלי ש יזרקו על היא בקבוקי תבערה לישון ב ה שקט ב ה לילה ב ה מיטה בלי לשמוע פיצוצים ו יריות,0
"ריבלין התחלת את ה קדנציה של אתה ב רגל שמאל ?! אין בעיה ש ה בת ש ל ך תתחתן עם חמסניק ! אבל אנא מן אתה אל את תכפה את דעתך ה נבזית על בנות ישראל רק בשביל למצוא חן ב עיני אחייך ה ערבים , תתבייש ל אתה ..",0
"אדוני כבוד ה נשיא , שמור על כבודך , אף אחד מ ה צדדים לא ביקש את דעתך ב ה נושא , דיבור כסף , ש תיקה זהב ,",0
גדול !! אתה נשיא נבחר של ה עם ה נבחר ו ללא ספק תהיה מובחר !,1
ב ה הצלחה !,1
מזל טוב רובי ה יקר אוהבים את אתה שמח ב נצחונך,1
Reuven Rubi Rivlin ראובן רובי ריבלין אתה בושה ל מחנה ה לאומי . מה ש ליברמן אמר על אתה אני חותם על כול מילה . ו יש ל אני גם שאלה קטנה לא מוזר ש יחימוביץ טיבי ו גילאון בחרו ב ריבלין ? ל תשומת ליבכם .,0
לזיין,1
תמשיך ו תישאר ב כנסת ! תחסוך מאת אנחנו ו אל תלך ל נשיאות !,0
"ה איש ה נכון ב ה מקום ה נכון , חזק ו ברוך",1
אמן !! עלה ו ה צלח,1
"יום חג לישראל . לא רק ש זכינו ל נשיא יהודי , ציוני ו פטריוט אמיתי , אחרי כל כך הרבה שנים התברכנו גם ב אשת נשיא ראויה .",1
מה עוד צריך ל ה פול על אתם ש תבינו ?.. חוסר ה ערכה ל עצמכם . פשוט כך .,1
אתה ה נשיא ה ראוי ל מדינת ישראל..בהצלחה ו יישר כח,1
ב ה הצלחה איש יקר אין ל אני ספק ש נקבל נשיא ראוי מעניין ו סוף סוף ב גמר ה גביע נראה נשיא ש מבין מתעניין ו נהנה מ כדורגל,1
שבת שלום ל נשיא ה נבחר ב צדק הרבה הצלחה ו בריאות ו מה ש עשה ביבי נדבר ב ה בחרות,1
יהי זיכרו ב רוך ילד יפה,1
מזל טוב ל אתה ו ל ה עם ה שוכן ב ציון,1
שבת שלום יא לביאה,0
יש סבא טוביה ו עכשיו גם סבא רובי .. יובל ה מבולבל תיזהר ..,1
אמנון בוקר טוב ! גם אתה היתה חלק מ ה צוות ה נהדר ו מגיע ל אתה כל ה כבוד ! אתה ו דולינסקי צוות מנצח ו עושים המון ב ה נושא ה חברתי ישר כח .,1
נחמה ריגשת את אני מאוד ב הצלחה ל רובי ה יקר אוהבים את אתה אדוני ה נשיא,1
ל ברך על נישואי תערובת זה בהחלט מוגזם .,0
"בהחלט ה איש ה ראוי ביותר להיות ה נשיא ה עשירי של מדינת ישראל , של אנחנו ! ברכות חמות ו המון הצלחה ו בריאות איתנה ..",1
"מר ריבלין מדבר על משהו ש אינו מייצג את עם ישראל . כי יש יותר מ ידי אנשים , מן ה מחנה של הוא , ש התרגלו רק ל ה קבל ו לא לתת כלום . את כספנו , זיעתנו ו דם ילדינו כי ל הם יש דם כחול",0
מה ש לא יהיה אתה ה נשיא של אני !,1
עלה ו ה צלח מגיע ל אתה להיות נשיא מדינת ישראל,1
למה נשיא ב מדינת ישראל ש היא מדינת ה יהודים לא יכול להביע את דעתו ש הוא נגד נישואין מעורבים ו כל דבר חייב להיות פולטקלי קורקט נמאסתם ה עם ה ישראלי אוהב ש אנשים מדברים דוגרי מה ש הם חושבים ו לא מה ש נראה טוב !,0
מבחילה,1
ב ה הצלחה ! רובי ראוי ו רצוי כ נשיא מדינת ישראל !,1
"ה ילד זכה ל סבא נהדר , ב הצלחה ב תפקידך כ נשיא ה מדינה ה 10 ו ב שורות טובות ל כולנו .",1
לפעול . ב ה יד . חזקה . נגד . כל ה מסיתים . את ה צבא . לא . ננוח . צריך . לרסן . את הם . ו לשלוח . את הם . לסוריה או . לעזה . שם מקומם,1
ל רובי ה יקר אשרך ש זכיתה ל כ ה זו אשא זכור ! רק ב זכותה יכולתה להגיע כי זה חשוב מי מקבל את אתה ב ה בית אחרי יום שלם שאתה מוכרח לשמוע את ה שטויות ש אומרים ה חכים .,1
בוגד,1
ל ה נשיא ה בא של אנחנו אני מאחל תקופת נשיאות פוריה ו מוצלחת ו ל כל ילדי ישראל חופשה נעימה שמרו על עצמכם מ כל משמר ו ה זהרו ב ה דרכים .,1
נשיא ה מדינה מעודד התבוללות עם ה איסלם כל ה כבוד . זה בשביל ל היות ממלכתי ? להיות ה נשיא של כולם ? ל אתה תהיה נשיא של ה ערבים,0
מגיע ל אתה !!,1
ברכות ל ה איש ה מקסים על אני אדמות הרבה הצלחה אוהבים את אתה,1
"לח כ רובי רבלין איחולים לבביים ו גל של ברכות לרגל חג ה שבועות ה שמיים נפתחים ש יתגשמו משאלות ליבך ו ה שם יברך את אתה ב כל דרך ש תפנה , ב ריאות ו חיים ארוכים ו ב עז ה אתה ה נשיא ה בא של מדינת ישראל כי אתה אדם אהוב נפלא ו אוהב את ה ארץ ש יהיה חג שמח ל כל עם ישראל אמן .. איסמאעיל .. ערערה ב נגב",1
"מר ריבלין , חבל מאוד ש כאשר בורא ה עולם נתן ב ידך להציל את עמנו , ו אתה ו חברך ש יטרית ביטלתם התנגדתם את עונש ה מוות ל ה מחבלים רוצחים , כך נגזר על אנחנו ה פסוק כל מי ש מרחם על אכזרים סופו ש מתאכזר על רחמנים.וגם אז כמה ש ניסית להניע את אתה ו את שיטרית , לתמוך ב עונש מוות ל ה מחבלים , נכשלתי , לצערנו .",0
"לא ש אני בעד ה חתונה ה זאת , אבל כל אחד זכאי לעשות כ רצונו . סוף סוף נציגות בכירה של ה משטר מדברת ב קול שפוי .",1
יהי זכרו ב ה רוך את כל ה מלאכים אלוהים רוצה ל ידו,1
מי קבע את ה קו ה אדום ? ו מי אמר ש הבעת דעה ה ינה מניעה ? האם הבעת ה דעה מנעה לבסוף ? גישת רובי ה ינה סתימת פיות גרידא ה שוללת שני דברים ב מדינתנו א . מדינה יהודית ב . מדינה דמוקרטית .,0
"מיסטר פרסידנט , קצת אקונומיקה לא עשתה רע ל אף תיבה",0
סטטוס יפה מאוד של אתה ריבלין !!,1
ש תיזכה לעמוד ב חופתו בריא שלם,1
כבוד ה נשיא תודה רבה ל אתה על כל מה ש עשיתה למען ה עם ו ב הכרות ש יש בין אנחנו אתה בטח תעשה למען ה עם עוד ו עוד תודה איש יקר ש אתה נשיאנו הני לא,1
אוהבים את אתה מאוד מזל טוב אני בטוחה ש תצליח על ה צד ה טוב ביותר,1
בושה ש נשיא ה מדינה מדבר על נושאים כ ה אלו שם את עצמו כ צד שמאל של ה מדינה או ימין זה לא שינה את היא אתה צריך לייצג את ה עם כולו לא להביע דעות על קבוצה מסוימת ב ה עם .. עם אתה לא יוכל להתאפק על דעותיך אולי זה לא מקומך .. אנשים רשאים לעשות מה ש הם רוצים ו עם מישהו רוצה להביע את דעותיו אנחנו ב דמוקרטיה אתה לא יוכל לפסול ל מה ל דתיים אתה לא אומר כלום ש הם מקללים נגד מצעד ה גאווה ..,0
"כבר מ מזמן אתה אדוני ה נשיא תמיד אמרתי זאת , ו אתה ב צניעות ה רגילה של אתה אומר עוד לא אזז עכשיו אתה כן חיבוק ענק ל אתה אדוני ה נשיא",1
"למרות ש לא הייתי בעד בחירתך אדוני ה נשיא , ו אני לא שייך ל מחנה של אתה , אני גאה שאתה לא אדיש ל מה ש קרה את היא ב חברה ש לנו ו מביע את ה מחאה של אתה לנוכח גילויי ה גזענות ה מחרידים ! ישר כוח !",1
אם אתה חרד ל רווחתם אנה בוא אישית לברך את הם,1
"ב שביל זה !! הקריבו את חייהם 64 חיילים ישראליים ו עשרות רבות נפצעו סביר להניח ש ה הצעה ה זו תעבור עוד שיפורים ל טובת החמאס כדי ש הם יקבלו את היא זה מה ש ישראל מקבלת הפסקת ה הפגזות על אזרחיה טיפטוף לא יגרום , כמובן , ל פלישה קרקעית , או ל ביטול ה הסכם .. הפסקת כריית ה מנהרות מי יפקח על זה ? זה מה ש ישראל לא מקבלת הריסת ה מנהרות ה קיימות פירוז רצועת עזה זה מה ש ישראל נותנת התחייבות ש בוודאי תשמר להמנע מ כל פעילות צבאית , כולל סיכול ממוקד מ ה אוויר . פתיחת כל ה מעברים ל רצועת עזה איזור חיץ מצומצם , כלומר הגדלת ה סיכון ה ביטחוני ל ה ישובים . חופש דייג ב טווח של 12 מייל , כלומר 23 ק מ , מ ה חוף . כלומר , סכנה מוגברת ל הסתננות עויינת מ ה ים . ישראל מ שלם ה מסים ה ישראלי תממן סיוע ל תיקון תשתיות ו סיוע רפואי מ חוץ ל שטח רצועת עזה שחרור מחבלים תמורת 2 גופות ה חללים ש לנו מספר ה משוחררים תלוי ב עמידותו ה ידועה של נתניהו מול ה סחטנות .. יוקם נמל ימי כלומר , יש הסכמה עקרונית !! ל כך , ו ברור ש זה לא יקרה מ ה יום ל ה מחר , אבל זה יקרה . עם קצת לחץ של חוסיין אובמה , התחלת ה בנייה תזורז . יוקם נמל תעופה ר הקמת נמל ימי . תזכורת ה יציאה ל מלחמה הייתה ב מטרה להחזיר את ה שקט ו אח כ היא הורחבה ל חיסול ה מנהרות . ו אלו ה הישגים ו ה מחירים ב ה פועל . http ww.iba.org.il bet bet.aspx?type 1 entity 1034360 topic 307",0
ו רובי ידידי ה יקר . אתה לא נכנס ל אף נעל של מישהו אחר . יש ל אתה את ה נעליים של אתה ו את ה חזון ו ה ממלכתיות של אתה,1
מדהים !,1
משתתפים ב צערכם ו כואבים מאוד את כאבכם !!,1
לאונן,1
אדון רובי ייפי נפש במקום לכנות אתה מעודד עדיף ש תשוק,0
"ל ענ ד יש מגבלת גיל .. לא לוקחים איברים של אנשים מעל גיל מסויים .. ש תאריך ימים אדוני ה נשיא ש ב ה דרך , אבל חתימתך אינה מסייעת לאיש ב אופן מעשי אלא רק מורלית .. כך ל ענ ד ..",0
את ה משפט ה זה נמאס לשמוע ליבינו עם ה משפחות צריך לתת ל הם מכה קשה מספיק לתת ל הם סוכריות להושיב את הם ב כלא צריך להוציא את ה רוצחים ל ה הורג דם יהודי הפך ל הפקר בושה ל ה מדינה ש לנו איפה ה כח ו ה בטחון ש היה ל אנחנו,0
"רובי ב הצלחה , שמח על בחירתך . של אתה אילן משיחא יר זנבר יו ר מפלגת מורשת אבות . איזה רשמיות ..",1
יהי זכרו ב ה רוך !!,1
ו להגדיר ל אתה תארגון ב שנית .!! ה ארגון מונע התבוללות עם את רוצה להוסיף ו לשפר ו לייעל אנחנו מוכנים לשמוע להבין ו ללמוד מה אפשר לתקן לשפר לשמר ..!! ו אולי יום אחד את תתאהבי ב ארגון ה קדוש ה זה ! תאמיני ל אני אף אחד לא גזען שם ו אנחנו דואגים ל כלל בנות ישראל .. אין ל אנחנו שום אינטרס אנחנו פועלים מ ה לב מ ה דאגה ו מ ה ראש ! ש יהיה ב הצלחה ל ארגון מספר אחד ה זה !,0
ריבלין התחלת את ה קדנציה של אתה ב רגל שמאל ?! אין בעיה ש ה בת ש ל ך תתחתן עם חמסניק ! אבל אנא מן אתה אל את תכפה את דעתך ה נבזית על בנות ישראל רק בשביל למצוא חן ב עיני אחייך ה ערבים,0
ב ה הצלחה אדון ה נשיא יחי יחי ה נשיא של מדינת ישראל גאים ב אתה,1
שמלאנים,1
אני גם ימני מאוד ו חושב ש צריך לכבד החלטות של כל אדם .. אבל זה טוב ש יש את ה מחאה ו ה הפגנה ה זאת ש ה ילדות או ה בחורות ה צעירות ה יהודיות יבינו את ה בעיה פה .. אם יצילו יהודייה אחת זה שווה ה כל !,0
"אסטרולוגיה זה יפה אבל יהודים מאמינים ב ה ה ו לא ב אסטרולוגיה הרמב ם התנגד ב חריפות ל אסטרולוגיה . דוגמה ל כך ניתן לראות ב אגרת תימן של הוא , ש ב היא כתב אבל מה ש ראיתך משתוקק אליו מ חכמת ה כוכבים ו ה דיבוקים ש היו ו ש עתידים להיות כל זה ה סר את היא מ לבך ו נקה דעתך מן אנחנו ו רחץ שכלך , כמו ש רוחצים ה בגדים ה מטונפים מ טינופם . לפי ש הם דברים ש אין ב הם ממש , ו אינם אמת אצל ה חכמים ה שלמים ו אפילו ש אינם מאמינים ב תורה , כל שכן ל מקבלי ה תורה . ה רמב ם גם כתב ב עברית איגרת ש ל ימה ב היא הוא שולל נחרצות את ה אסטרולוגיה האגרת ל קהל מרסיי , ה קרואה גם אגרת אל חכמי מונטפשליר על גזירת ה כוכבים .",0
זבוטינסקי ? זבוטינסקי ? זבוטינסקי ??,0
אתה מוכיח ש אפשר ל היות ימני הגיוני ב ה מדינה ה זו ו את זה אומר מישהו ש אחרים קוראים ל הוא שמאלני,1
קרימינל,1
"איזה סגירת מעגל עצוב ממש כואב ה לב , יהי זכרו ב ה רוך אמן",1
ב ה הצלחה איש יקר בחירה נכונה ו ב מקומה עלה ו ה צלח,1
ב ה הצלחה ל אתה כבוד ה נשיא .,1
נועה סופריט חמודה מה ה קשר ל גזענות בכלל יהודיה לא מתחתנת עם ערבי זה עבד את היא,0
רוצים ש ה חופש ה גדול יארך ? ברוור תתנו פה ל ייק ו אולי ב עזרתכם נצליח !! O כש ה עמוד יגיע ל 200 הוא יגיע ל ה ממשלה !! https ww.facebook.com pages להאריך תחופש הגדול 319278681587856?ref bookmarks רק ב עזרתכם נצליח,0
"עד ש לא יתנפץ ו יתרסק ל רסיסים כל שקר ה רפואה ה מערבית ה מטפלת ב חולים ב שיטות ש מתאימות ל ימי ה בניים אין שום סיבה לתת אברים ל מערכת מושחתת כ ה זו , ש בחרה לקדש רק ה סבל ו ה מוות במקום לקדש את ה חיים . ה תזונאים של היום הם ה רופאים של מחר , ו ה רופאים של היום הם ה תזונאים של מחר , מי יתן רובי ו יפתחו עיניך ו תשתף פעולה עם ה אמיצים כמו פייגלין זנדברג , ש לא הסכימו ל היות ה יס מן של חברת טבע ו שות , תנו לצמח לצמוח ו ל ה חולים את ה תרופה ש ל הם , גם אם אתם תפסידו את ה עסק של אתם רפואה זה לא עסק אלא חיים",0
"מזל טוב , מברוק ל ה נשיא ה חדש רובי ו מאחל ל אתה הצלחה ב ה תפקיד .",1
נשיא מדינה ש כולם אוהבים ש בת שלום !,1
ש בת שלום . בקרוב מאוד כבוד נשיא ה מדינה ה אהוב ביותר של אנחנו .,1
"זה מה ש עושות דתות מפרידות , מתנשאות , הרסניות ו מפרנסות את מנגנוני ו מוסדות ה דת אם יש אלוהים הוא בטח משתעשע או עצוב אולי להתבונן ב ה אנשים ש מנכסים את ה אמונה ב הוא ו ה בלעדיות עלייה ל עצמם ש הורגים ו שונאים ב שמו בושה ו כלימה",0
מזל טוב רובי ריבלין יקר,1
נאום נאום ריגשת את אנחנו,1
לא מ אמינה ש נשיא מדינת ישראל מדבר כך !! עדיף ש היה שותק ו לא מביע דיעה..בראשית ברא אלוקים את ה אדם .. לא זבוטינסקי ו לא נעליים . ו אלוקים אסר על אנחנו להינשא ל גויים..עוד נשיא ש ניסה את היא להתייפייף .,0
"אחת כ ה זו ש מתאסלמת ו בוגדת ב עמה ו ב משפחתה אין ל היא מקום אצל אנחנו ו זו ה בעיה של היא אני חושב ש היא טיפשה ש פירסמה את זה כדי למשוך תשומת לב ו היא כל כך גאה ב ה זה , לא צריך לעשות מיזה עינין",0
אחלה של נשיא,1
כל מה ש קרה את היא הוא תמיד ל טובה !!,1
לא היה מספיק לצטט את ה משפט ? מה קשר ל ה זה ש הוא שחור ? זה היה שינה את היא אם הוא שחור או לא ?,0
"יפה מאוד להגן על חופש ה ביטוי , לצאת נגד הסתה , אלימות ו גזענות , ו כמובן לייקר את ה שלטון ה דמוקרטי , אך מה עם ה עקרונות אדוני ה נשיא ?? האין לכבוד הוא דעה ב עניין התבוללות ? אם כבודו או כותביו כבר ניסחו כמה שורות ב פייסבוק , מה עם ה ערכים ? ה עקרונות ? אנחנו כואבים את התבוללותם של רוב בניין של בני עמינו ב חו ל , אך כש זה ב ה ארץ זה כבר חופש ה דמוקרטיה ה פרט ו ה פולחן ? אכזבה נוספת . יופי אז כבודו זכה ל לייקים . סוף אמת להתגלות",0
צודק !!,1
בושי ו היכלמי ישראל כי זהו נשיאך !,0
ב ה הצלחה אין ראוי יותר ל תפקיד ה נשיא כמו אתה ו כמובן תשבחות ל ה רעיה ש הצליחה לרגש לא סתם נאמר ש מאחורי כל גבר מצליח עומדת אישה אשרי את ש זכית ל אישה כ ה זו כבוד ה נשיא !!,1
רובי שאלה לאחר בחירתך תמשיך כאן או ש זה קשור ל תהליך ה בחירה ?,1
כול כך שמח ש נבחרתה ל ה תפקיד ה רם אין מתאים מ ימך ש בת שלום כבוד נשיא מדינת ישראל,1
רק ב ריאות נשיא ה מדינה,1
אשרי אנחנו ש זכינו ל נשיא עממי בעל ראש פתוח ל כולם !!,1
כבוד ל ה נשיא .,1
נוכלות,1
ב הצלחה רבה,1
https ww.youtube.com watch?v ZnY325DM5 0 feature player_detailpage מה יש ל אתה לומר על זה כבוד ה נשיא ?,0
"שלום חברים , נשמח אם תעשו ל אנחנו ל ייק על עמוד מוזיקה חדש ש ב הוא תוכל למצוא את כל ה שירים ה חדשים ו ה יפים , כל ה להיטים , ה כל ב ה עמוד ה חדש של אנחנו , אז קדימה ל ייק קטן , תודה רבה ל כולם ! https ww.facebook.com findmusicbyme?fref ts",0
ש בת שלום רובי ! אתה ה מועמד ה ראוי ביותר להיות ה נשיא נקווה ש כך יהיה !,1
שכחתי לומר אני כבר לא תלמידה . אבל גם מאחלת ל כולם חופשה בטוחה ו מעניינת .,1
ב ה הצלחה ראוי ביותר ל ה נשיא,1
אם היית עומד ל ה בחירה ב ציבור ה תמיכה ב אתה היתה הרבה יותר גדולה,1
ילדים זה ש מחה,1
איפה ה ימים ש קןלו של ה נשיא היה נשמע נשיא פייסבוק קיבלנו טוב לפחות יש ל הוא בדיחות נחמד רובי לא תחזור ל ה עונה ה שניה של ה פרלמנט,0
